Recipe,Multiplier
xeno-earth-sample-turd,0.8792576635352264
cottongut-food-01,0.0012746185801208922
cottongut-food-02,8.123266366361046e-06
cottongut-food-03,6.36966072075996e-06
cottongut-cub-4,0.00021664947613212008
grod-seeds-heavy-water,4.763634104751705e-06
moondrop-5,0.014030339262493254
bio-scafold-with-lamp,7.404923825843566e-06
immunosupressants,8.486612292126524e-07
psc-gh,1.1659065401129863e-06
propeptides,6.947749320433384e-05
cbp,0.0077444294700084685
caged-xeno-2-dna-polymerase,0.0006585579227558766
formamide,0.008460126077413851
reca-2,0.0007505940590405528
blanket-chassi,7.545921915956943e-08
superconductor-servomechanims,2.8820093721194158e-05
trits-earth-sample-turd,4.82975105627452e-05
kevlar-coating,1.6737743773924678
nbfe-alloy-2,7.073223170044907e-05
cobalt-sulfate-02,0.008373895543772563
molten-nickel-00,0.0003110023458417603
czts-slab,0.17430137038964189
diamond-wire,4.953136735439463e-06
rotor,0.03710629871360737
stator,0.0005980198229096457
print-shell-immunosupressants,0.005812427214762135
nanocarrier,1.4074913365023457e-05
alien-enzymes,0.021861764919600013
cysteine,0.00012064756980024423
mmp,4.863190665302215e-05
yotoi-4-free-leaves,0.40503563452511177
zogna-bacteria,1.5932997724767868e-05
full-render-arqads-music,0.0008162745860637706
print-pineal-immunosupressants,5.061580434962613e-05
alien-sample01,8.087427171463903e-05
earth-sea-sponge-sample,18.604300880651337
sea-sponge-codex,0.05550947199763079
fungal-substrate-03,0.00041737905927547326
high-grade-tin,0.0005300846580063675
nex-grade-2-crush,0.1193405021134652
dbr,3.426658283866159
micro-cavity-core,0.1498132445431425
cladded-core,0.002681583215247976
prepared-glass,0.005830066769642127
dieletric-mirror,53.36141716394447
crude-top-layer,0.023526907428631602
phenothiazine,0.00010096655486385402
triethoxysilane,0.011240709039135337
perovskite-nickelate,0.0040433008926201485
aeroorgan-ink,0.00019341179326330796
gbl,0.001654427121559227
zinc-finger-proteins,2.6205596227232507e-05
dimethyldichlorosilane,7.790992920024396e-06
capacitor-core,0.0012595355548060407
capacitor-termination,0.0010978711392765055
diode-core,0.04205787092118151
molybdenum-filtration,0.07902981333743064
cold-clean-air,0.0003172825700402649
crude-cermet,0.0020963310182268804
pesticide-mk01,6.079844749680755e-07
pesticide-mk02,1.1170977689475164e-05
cadaveric-processing-02,0.0013432752840641421
stone-wool2,0.00038169687395418647
low-distillate-to-coal-gas,0.0019947289031956384
cadaveric-arum-mk04-juicer,4.117976793347573e-06
sodium-chlorate,0.008749767558015938
carbon-aerogel,18.727486115526094
sb-11-conc,0.20573366364884108
coal-pulp-03,3.432162701840052e-05
intermetallics,0.3448881419868238
auog-paddock-mk03-with-dirt,0.020316445211671624
nems,0.38501953277531037
paper-towel,0.00032890200694460207
minor-extract-gas-from-coalbed-3,0.03731623481884762
medium-distillate-to-stripped-distillate,5.6482665275029685e-05
silicon-wafer-2,0.9855391921210384
pbsb-alloy,15.453624405997752
print-meat-immunosupressants,3.2037906746652682
pelt-processing,0.2779640527401467
full-render-cottongut-music,1124.6452052739617
dt-fusion,5.064168721899054
extract-methane-from-coalbed,47.21965923356986
anthracene-gasoline-hydrogenation,0.001768203961295424
Phadai-Dance-Dance-Revolution-1-piezoelectric,840.3799717947811
pa-zinc,1.9979056152279997
sb-oxide-02a,0.005542312010389194
chromium-02,0.2701658875750059
biosynthetic-nylon,2.3101018610990327e-05
pa-aluminium,0.0019199850566758421
lens,8.22593824911017e-05
nanofibrils,17.785942012388308
lead-plate-1,25.02020188003677
low-grade-smelting-copper,0.0176118292926085
filtration-media-2,87.19408136813578
hotair-flask-2,1.4778308845340902
fluidize-coke,0.010028475098484493
gd-oxalate,5.035208295452537e-06
nexelit-plate-2,0.23118451095964052
silver-plate-3,0.00012797616472754784
gas-bladder-to-acetylene,0.013994019265263686
sulfuric-acid-01,1.9480744389077165
agzn-alloy,0.006471662170058141
pa-gold,0.00029543914961887544
pa-vanadium,1.0129611143024946e-05
methane-py-fertilizer,0.7037421176575708
plastic2,2.4761416738763105
outlet-gas-04-breakdown,5.102273753256832e-07
log-wood,5.776791438945421e-06
phosphoric-acid3,0.4593192867857439
hydrogen-peroxide,0.03662459687427615
deuterium,0.0013886554280232854
sporopollenin-gills,1.6867547372435403e-06
urea,14.93117800051903
noooo-dont-turn-that-horse-into-glue,0.0746577087680862
biofilm,0.03357647442072695
petgas-from-refsyngas,0.00916694753194582
warm-air-1,0.1101865790380012
low-grade-smelting-iron,0.16202710758956176
co-biomass-extraction,14.257654438925675
battery-2,0.003737292294998405
scrondrix-experimental-treatment,0.027416557940782026
mukmoux-calf-2-microchip,2.5595837292253925
titanium-plate-1,0.3185893614579713
full-render-simik-laser,0.00028762042991327386
wax-to-lube,104.54846275347047
rubber-04,5.187368307466615e-05
sncr-alloy,1.677000759944662e-05
bitumen-refining,5.0600977708119763e-05
dhilmos-egg-2,0.0009042347556244851
xeno-egg-3,7.393975019436709e-05
caged-cottongut-3-cannibal,0.25276370580628643
full-render-vrauks-music,0.0006946483179022088
full-render-trit-lard,0.012632863020230168
sea-sponge-mk04,0.043250632354087125
navens-mk04,0.0036650517099114585
seaweed-4,1.75422677177348
tin-plate-1,0.006079652345921969
pa-oxygen,0.02982527235626676
cadaveric-arum-2-msa,0.9499584009364784
molten-solder-2,0.00011732507410327796
syngas2,267.0006044136329
limestone-void,6.478584390666202
starch-2,0.0034762967426249236
yotoi-fruit-3-nutrient,147.89108913381784
coalbed-gas-to-syngas,0.03888082368987635
scrude-to-hydrogen,9.92521744888803
diesel,0.027337283289765143
nickel-plate-3,0.031712650383707984
guts-to-chlorine,0.0015516543028993737
drill-head-7,4.233611419555301e-06
psc-cbp,0.10926811085225031
bhoddos-4,1.0490932375764541
vrauks-paddock-mk04-with-lamp,0.013831923313639447
full-render-zun-music,0.37372619653366335
manure-3-mukmoux-turd,4336.666164455404
energy-drink,0.12014614616179223
phadai-3,0.00033400391631317283
fawogae-mk03-with-xeno-codex,515.7379787595768
Phadai-Dance-Dance-Revolution-4-dubstep,0.1445835083936871
hbr,0.06906605806037004
fiberboard-mk02,0.2797431382617546
coal-phenol,0.0032579934661193816
molten-aluminium-04,0.0017259806054321463
boron-trioxide,0.0009810192987874378
glass-5,0.0001974373593310025
xyhiphoe-cub-4,6.310132681395094
fiber,0.014749720182853612
sodium-carbonate-1,0.0070565978256954655
molten-lead-01,1.4533884382494631e-07
molten-copper-02,0.0024896766866822264
kicalk-4-saline,4.034755795994691e-06
full-render-zun-laser,0.00011060192998934121
full-render-ulrics-music,0.9078729105803612
sand-washing,0.01085125103595147
coal-fawogae-buffed,0.009742458952172656
cellulose-02,0.03140584099349711
stopper-2,9.906945297831466e-05
petgas-to-refsyngas,0.0003909461845028691
molten-nexelit-01,0.012887939611689582
sl-01,0.04956972514747132
kimberlite-washing,0.03726397079268868
slacked-lime,0.24176161581138492
print-chitin-immunosupressants,0.03704396017506068
empty-petri-dish,3.834033023038667e-05
bolts,0.00541869375688488
full-molten-stainless-steel-4,0.004504825635272719
oleochemicals,2.004294374314735
jelly-to-kerosene-01,0.008063909176704357
olechemicals-from-skin,0.02340861918887537
molten-titanium-05,13.176647220196736
raw-gas,0.0006346514740013926
naphthalene-oil-creosote,1.2070483751937405e-05
benzene-aromatics,0.0001678738745808817
ethylene,0.0007058912275477104
anthraquinone-from-naphthalene,0.012934585088280893
bhoddos-spore-upgraded,0.004676760612586987
navens-spore-3-sterilization,330.1449676007811
raw-fiber3,104.59782822444905
breed-fish-3-agressive-selection,1.553208220860629
breed-fish-3,0.011130238365414134
phytoplankton-2,9.028317789584049e-05
breed-fish-egg-4,4.223673660651712
lab-instrument,0.04701353993157126
organic-solvent,3.000027443354874e-05
formaldehyde-from-refined-natural-gas,0.010334646195864106
slacked-lime-void,6.530795007352054e-05
molten-iron-06,0.00528006870395127
oleo-gasification,1.4542971249957033e-05
melamine-2,0.0008046234406100286
zinc-plate-3,0.0006431047496666749
inductor1,0.00043275555961880724
manure-2-mukmoux-turd,626.3602685084761
mukmoux-4-bip,269.504985994218
fecr-alloy,9.788997169672774e-06
tinned-cable,1.1083268501528518
hotair-empty-honeycomb-2,1.254139146176018e-05
agar,339.79247384152364
xyhiphoe-cub-2-acetone,0.052858393221552884
bitumen-to-heavy-oil,6.254900449682686e-05
molten-zinc-02,9.280728116053861e-08
molten-silver-02,0.00033939563207809905
pipe,4.9749786714858224e-05
wax-buffed,4.1164670383294186e-05
molten-tin-05,7.794902419988828e-05
molten-chromium-03,11.392909008322745
stripped-distillate-to-cumene,0.001293019070088586
pa-propene,0.2379307446767759
fatty-acids,7.445135681519364
retrovirus,0.00027924112491755813
sea-sponge-mk03,0.0005401805733995707
cottongut-cub-3,2.0244696361160712e-05
grod-seeds,2.6197340312936634
moondrop-4,0.07166095351331207
bio-scafold-4-with-lamp,0.06548395769650628
trits,1.8910037433230553
nbfe-alloy,2.587033796069406
molten-nickel-02,23.602992755556635
yotoi-3-free-leaves,0.005322329190723211
zogna-bacteria-darkness,0.5550977077927639
full-render-arqads-laser,0.00034607930731232544
print-pineal-fs,9.767290297913544e-05
iron-ore-dust,6.351811072167446e-07
cadaveric-arum-seeds,0.006184853498571467
stone-wool,1.4338890481988929e-06
cadaveric-arum-mk02-juicer,0.00037609667093490954
path-2-advanced-recipe,0.06904857623646592
diamond-rejects-screening,0.00010718191423048026
monocrystalline-plate,0.1174322538376124
print-gas-bladder-immunosupressants,0.0016980861753780523
b-molasse,4.4872316877582965e-08
yellow-cake-uf6,346.96729331173634
hydrogen-chloride-quartz,0.9852275529611023
mukmoux-4,0.019059405654347054
ticocr-alloy,0.9490328349873333
high-purified-sb,0.0019867351696942126
micro-fiber,444.6759945967977
aniline-02,0.000361116731115881
bitumen-gasification,0.3224473081567933
abraded-rennea-seed-filtering-mk04,1.7439828123528944
bisphenol-a,0.00473336044846789
arthurian-egg-4-hot-stones,29.340473931861272
mixed-ores,0.031993871280514764
battery-mk00,0.010806941818755848
advanced-substrate,0.36073746053630845
cresylic-acid,0.005621072645399607
z3-reagent,0.15750808568959138
kicalk-5-rotation,0.0006818183746141061
laser-turret,6.835871126444623e-07
hotair-casting-gear,0.0010236786025703023
hotair-casting-copper-cable,2.3675345869876067e-05
alien-sample-02,0.010859653496432208
earth-shroom-sample,10.376294730707503
navens-codex,0.4339930198004152
vonix-codex,1.9680275182461716e-06
guar-separation,0.017933600282634205
yotoi-seeds-cold,2.9909493776158716e-06
naphtha-arqad,0.00032960601193173395
greasing-3,0.025750073257737528
acetic-acid,0.013712001525455793
acrolein2,1.0623724681929188
simik-titanium,12.668897649050031
sap-tree-mulch-mk04,0.03955029653157726
redhot-coke,1.657790957162176
self-assembly-monolayer,0.002947939332656065
auog-paddock-mk02,1.1340712266566706
sugar,0.08331641317633005
gh-xenogenic-from-skin,0.6312495677648735
lignin,4.122047025693617e-06
magnetic-beads,20.721778084115982
fungal-substrate-02,0.10751658604292233
Moss-5-chlorinated,8.756433263317269e-05
ns-material,29.29284328892281
vrauks-paddock-mk02-with-lamp,0.00030114265581161244
syrup-01,3.941446339182529e-08
casein,2.6010805709597005e-05
rennea-mk04,1.2922829861036652e-05
guar-gum,0.004079370015931784
phadai-pup-7,2.1760990480877133e-08
fawogae-spore-3,6.3981315479394825
xeno-codex,44.88128443645495
fawogae-mk03-breeder,319.22872142396284
ralesia-extract,0.0065629626315297455
trichlorosilane,0.12096019721783001
antimony-phosphate,0.0048609274173856375
ammonium-mixture,1.9492725390457348
sb-pulp-01,7.061580511377926e-05
dowfroth-250,5.185524182325763e-06
treated-wood,2.481828628308819e-06
chromite-pulp-07,8.746048547861322e-05
glycidylamine,0.6591294715888197
organic-acid-anhydride,4.801927189387479e-05
oxalic-acid,0.13158757310722663
ammonium-chloride-2,0.029922706122940464
py-sawblade-module-mk02,8.145209771111668e-07
full-molten-super-steel-1,3.9149181643617132
sinter-aluminium-2,0.007945260117691146
lithium-peroxide,6.963521481193858e-05
high-grade-quartz,0.01998863892025976
air-pollution,7.02797701477297e-06
pu-242-transmutation,1.347374941937717e-06
albumin-2,8.770533034307244e-06
ethylene-chlorohydrin,9.352020912408921e-06
er-oxide,0.004719142176412864
hotair-ndfeb-alloy,0.0025496745090138545
grade-4-copper,4.6147707074883585e-05
resveratrol,0.0306125767328202
yaedols-4-hot-air,0.03614489208027056
nickel-carbonyl,0.0003908324317826511
caged-xeno-3-dna-polymerase,1.9146028044487503e-06
primers-03,0.004822042143568022
arthurian-egg-4,0.004586540576489266
stone-distilation,8.185627252421952e-05
fungicide,0.14946464347639496
clean-rf-gel,0.17930595355972878
zinc-chloride,0.0033948162519345116
prepared-quartz,9.341067141171301e-05
stripped-th,0.02515974731118694
high-grade-nexelit-2,0.05716653993373312
ag-biomass-extraction,0.0007486855395375912
milling-ree,0.7534354905799291
nitrobenzene,0.0014215373941040197
soda-ash,0.01588754881594508
serine,0.42223817008048375
gold-solution,17.251050639262882
ti-enriched-dust,0.001301048745378079
vpulp4,0.0031386281281628233
pitch-refining,1.3998485136421467e-05
ree-solution,1.2757832460301588
wood-seedling-turd,0.0020774814726750327
magnetic-core,4.9143768418219795e-06
phosphorus-tricloride,1.0054822800747122e-07
dried-meat-01,1.3627604703764459e-05
hotair-casting-equipment-chassi,1.055199654685595e-05
kmauts-ration-chitin,0.000673726135988567
sugar-wax,20.667405924459537
simik-coal,0.13821757679167448
glycerol2,0.00042160194319062116
nic-core,0.3693684759373696
grade-1-iron-crush,0.1959790443194011
crystalized-gd,0.19424498567763826
clean-organic-pulp,0.42640928368227143
formica,0.00027778828532844994
powdered-aluminium,7.772796615715993e-05
lacquer-resin,8.766516286368807e-05
bakelite,0.001155258262945871
arthurian-egg-incubation-01,0.0010898241512788296
wood-seeds-mk02,4.972948720270784
guhcl,0.031387054349082275
hfip,3.383347113954887e-05
pre-fiber-2,5.962015912084582
polycrystalline-slab,2.1053821602354594e-05
metallic-core,0.011204718071074428
silica-shell,3.1973336068480174e-05
lithium-niobate-nano,0.0008466832822097429
methane-to-methanol8,3.3172656213494376e-06
concrete-02,9.301162010979898e-07
guano-explosives,3.0066224214943035e-07
drilling-fluid-3,3.776244403803117e-07
brake-mk01,0.5683811954882708
controler-mk01,0.2153560470476674
gearbox-mk01,6.099278947713336e-06
hotair-shaft-mk01-casting,8.007682087469381e-06
utility-box-mk01,0.010774516544001852
nexelit-battery-recharge,3.477812377457108e-05
cyanoacetate,0.38030414987576483
tin-slime-overflow,3.957161296277806e-05
grade-3-zinc,0.007569605261983972
processed-fatty-acids,3.914673161083937e-05
neuroprocessor,8.085760263231914e-06
latex-slab,0.37767983196856286
powdered-quartz,0.00033981141318555877
ball-grade-4-tin,0.004216074936410171
p2s5-2,0.9250774102438976
diethylaniline,0.001584475952837005
chloromethane,1.6869751557900326e-06
r4,0.2772763590995189
vrauks-cocoon-3,1.9754546823655605e-05
cytostatics-2,32.530608034765685
korlex-milk-4-pressured,0.0008114969503051908
art-vrauks,0.00015612539916726577
dhilmos-earth-sample-turd,0.37502402695181625
zungror-with-yaedols-codex,0.013400977914354285
drilling-fluid-0,6.177629129891132e-06
numal-earth-sample-turd,0.17584535915460162
zungror-earth-sample-turd,3.602219163223157e-08
subcritical-water-03,4.327311905004755e-06
moondrop-seeds-mk02,0.0027230555553665278
sodium-alginate,1.252949456217622e-05
nitrogen-mustard,0.0001638122981021078
print-dingrit-spike-immunosupressants,0.020215744924467344
gta,0.0003377044953833365
sc-coil,1.1945698206625725e-05
korlex-earth-sample-turd,1.1621501792851958e-05
xyhiphoe-earth-sample-turd,0.0020546976257825025
zipir-eggs-5-trits-gen,3.6522551527469307e-06
copper-coating,0.00019164235578838758
cobalt-sulfate,0.027281136308960056
nickel-pulp-02,0.00026640741110292636
peptidase-m58,8.412514320304543e-06
print-venon-immunosupressants,0.0014175188825787104
burner-inserter,3.7923213649881586e-07
caged-arqad-5,3388.5971161483476
automation-science-pack,0.0024595886991177836
high-tin-mix,0.7092918482919557
grade-3-nexelit,0.0004325875552413265
cladding,3.702848989689005e-05
simik-quartz,0.0016600184006913016
stannous-chloride,0.013657194671579302
mirror-mk02,1014.3530786909814
pre-phenothiazine,0.42031879438245096
propene-to-butanol,2.6169045310979787e-06
sb-silicate,0.004172847860951379
neodymium-nitrate,1.6008890652300005
nickel-nitrate,0.007618189573699997
aeroorgan-buffed,0.1391627761148848
sb-pulp-04,20158.396384976768
butynediol,0.005602097734245233
adam42-gen-laser,0.019676076754612592
hotair-re-tin,0.007461084003001818
molybdenum-pulp,1.6021883756413856e-05
yaedols-3-hot-air,0.003886141681735191
pre-pesticide-01,0.05258772090269906
pre-pesticide-02,0.00017148016033109443
cadaveric-arum-mk04-seeder,0.0028857382902287066
high-ash-fines-reclamation,0.006809053456892426
fenxsb-alloy-2,0.04941968095479055
vitreloy,0.00323964702343785
py-heat-exchanger,0.0031629466342625403
nanozymes,0.13602218246737988
denatured-seismite-2,0.009796709738709405
zipir-a-6-suicide,0.0842289645049791
full-render-cottongut-laser,141.825303394856
extract-gas-from-coalbed-3,8.029179829661068
stripped-distillate-to-gasoline,1.2295143335384774e-05
proton-donor,0.005303476210757555
sb-oxide-02,0.031082070000038597
pa-chromium,9.601028810392618
aluminium-plate-1,0.2203949228333806
lead-plate-2,0.01662549001619246
copper-plate-4,2.2188634812719807
filtration-media,0.09920707046189778
hotair-flask,0.006385249963556098
extract-ammonia-scrude,0.00294580562258222
pa-silver,0.006725035271523352
crushing-quartz,7.431063342222172e-05
full-render-xenos-music,0.9288276379609605
vpulp3,589.3530002951668
plastic-from-casein,0.11291961476038438
scrubber-outletgas4,0.049543433896183244
hydrogen-sulfide,0.6153700303670931
hydrofluoric-acid,3.79969014236519e-05
blood-to-urea,1.0504773613431393
breed-fish-egg-3-doused,0.00707447847381981
biofilm-pyht,2.458739947799671e-06
aromatics-to-petgas,5.009181788048906
simik-hot-air-boiler,0.1319081832981867
iron-plate,172.46160544536866
battery-1,9.675863716834004e-06
microchip,63.01673094889831
titanium-plate-2,34.01018885946163
honey-comb,0.000578776537885446
full-render-simik-lard,0.0006864715359672291
olefin-lube,5836.42046933498
rubber-02,3.6541727339495125e-05
dhilmos-egg-4-skimmer,6.500164367103824e-07
xeno-egg-4-cheap,4.021957693492128
caged-cottongut-3,0.23452607018701258
full-render-vrauks-laser,0.0191110123045422
seaweed-4-dry,0.0867376273440926
tin-plate-4,51.2178561398986
syngas-methane,0.6181281190523262
cadaveric-arum-1-msa,4.032029359455492e-21
molten-solder-1,4.872977559242095e-05
ash-sap,0.24423243562955416
soil,2.6742084096152408e-05
mova-pulp3,8.22274963347987
yotoi-3-nutrient,1757969.0124467674
naphtha-to-h2,0.022173502853479327
light-oil_from_syngas,2.214979843102593e-05
print-tendon-fs,1.0573187081260567
pa-nickel,42.98117834587289
gas-bladder-to-chlorine,687.979158730466
xyhiphoe-3-hot-cold,11414.180602384593
mining-limestone,0.008381143297940779
drill-head-6,0.032961078626524316
psc,0.39234144138838467
bhoddos-3-exoenzymes,4.0335380965110714e-06
vrauks-paddock-mk01-with-lamp,27.041209393330128
full-render-num-music,0.005533003347680187
ulric-4-manure,58.83003380090881
phadai-2,0.07418332681133714
fawogae-mk04,75822.88260068651
hexafluoroacetone,0.032024301505140754
fiberboard,0.11609590691862703
phenol-02,0.007177881618260262
molten-aluminium-01,0.39205692051541746
glass-4,0.16813767881419747
saturated-nexelit-cartridge-regen,2.9390272900447545e-05
molten-copper-03,5.931858922714098e-06
kicalk-3-saline,0.4317094726398945
cottongut-science-prod-seeds,346.48066606370446
full-render-ulrics-laser,0.004235270276423122
niobium-dust,0.19937106097425786
cellulose-01,236.11188442511238
coal-slime-overflow,0.0005479482382055457
molten-nexelit-04,1.4167637555562924e-10
dedicated-oleochemicals,0.012910847173073718
carbolic-oil-creosote,0.00028389613520445896
stripped-distillate-to-benzene,5.099542214370453e-07
tholin-to-ethylene,0.0010021500727716963
log6,0.00010934498754609105
bhoddos-spore-3-upgraded,0.2315490248736005
raw-fiber-casein,4.549058025150441
fish-food-01,0.08313192523236289
phytoplankton-3,16.475051611538756
breed-fish-egg-3,28.974079169586687
arqad-propolis-01,1.806588264144663e-08
naphthalene-solvent,8.328131462496881e-06
methanal,5.181326363446533
lime-from-shell,0.005653234381387223
molten-iron-01,0.0009449677477973503
aromatics2,29.197532560841395
ree-float,0.000397132579259468
mukmoux-3-bip,207695.03961628274
mukmoux-calf-4,2.2211978715453053
unrefine-refined-natural-gas,6.802097123018919e-07
xyhiphoe-cub-1-acetone,0.8436927058323106
low-distillate-to-heavy-oil,0.033211676595311226
molten-zinc-05,5.940495410512729e-05
molten-silver-04,0.01673131035467429
wax,0.472512539788534
molten-tin-03,2.2691857372001062e-07
molten-chromium-02,3.1953628838951953e-07
refined-natural-gas-to-condensates,2909.9585965979986
medium-distillate-to-high-distillate,7.724308852198734
tholin-to-propene,6561.18422286827
skin-fatty-acids,0.0022860353781579616
cheap-retrovirus,0.010618626671983026
waste-water-recycle,0.001207174579012945
xeno,0.0016986602994036436
cottongut-cub-2,0.011537863609791178
moondrop-3,0.0021099522270225705
bio-scafold-3-with-lamp,3.403827870877973e-05
trits-4-dc,35.39122045777455
molten-nickel-01,0.0009409413969520185
yotoi-2-free-leaves,3.912474781654452e-05
full-render-arqads-lard,10.69385034310416
iron-ore-dust-2,0.14108375957218725
cadaveric-processing-01,5.013483794382627
coalbed-gas-to-coalgas,0.0013051916255072279
acidgas-2,0.3927106603106658
coal-pulp-02,4.489427647095268e-05
acetone-void-degrease,0.4807121075231027
auog-paddock-mk01,0.06341255146330244
print-gas-bladder-fs,1.3560487333700186
bio-oil,0.16768405500650146
aniline-01,0.000600405285542448
cridren-4-neural-cranio,0.004194804945694865
full-render-num-laser,4.365630120317434e-06
copper-cable,0.1731331772960327
guar-seeds,0.03202443838023816
yotoi-seeds,0.07001706955052034
guts-to-acetic-acid,0.00022981599052262952
ticl4,0.016722654702332678
sap-tree-mulch-mk03,0.00826423349850791
honey-to-sugar,2.301533089439401
gh-xenogenic-from-meat,0.008346375026443689
Moss-5-without-sludge,8.164075452151527e-05
vrauks-paddock-mk03,5.150452142209404e-06
phadai-pup-6,0.09069440517043202
fawogae-spore-2,383.70715766544123
sb-58-conc,0.06951896525452603
albumin-1,0.005265118141813077
ndfeb-alloy,0.007718490335585169
dna-polymerase-2,0.14499895994413736
primers-02,0.008824294129239985
guar-4,0.003698776859865519
high-distillate-to-anthracene-oil,0.0034514896616919906
equipment-chassi,0.003428779785731463
worm-wood,0.00011825324656521283
methane-to-methanol6,0.009628992327329175
shaft-mk01,0.0036225817098668274
p2s5,0.02649638950488379
vrauks-cocoon-5,0.06411348031283066
korlex-milk-3-pressured,0.010727798572379255
huzu-earth-sample-turd,0.04633946583506775
chorkok-earth-sample-turd,5.317882858054509
moondrop-seeds,0.21176120082938613
mukmoux-earth-sample-turd,7814.513093987015
zipir1-earth-sample-turd,2.681597120532896
zipir-eggs-4-trits-gen,1.3701916424464238
art-arqad,0.016190119788976724
re-tin,3.98657818179005e-08
yaedols-2-hot-air,0.00014874179782715593
polycrystalline-plate,0.23880322516788666
xeno-rc-breeding,8.230035486303949
sodium-aluminate,3.9221262072110568
wash-coper-low-dust,0.03417760129130765
gd-mixture,0.0062702785181555235
clean-nexelit,11.801921355492478
enriched-water-distillation,0.2297885833754774
warm-stone-brick-2,0.046643697280843846
rennea-co-3,3.285557057389476
nanochondria,0.005663426190414398
arthurian-codex,0.001390547929353769
bitumen,0.006074676482742707
dhilmos-food-01,2.315966129111839e-06
sea-sponge-mk03-breeder,0.01148085873504584
navens-spore-mk03-sterilization,235.8681999654462
navens-mk03,171.35567495944423
powdered-ralesia-seeds,112.25389596406455
kerogen-extraction,0.1646447360906332
fawogae-mk02-with-xeno-codex,168.4163923372206
crude-salt,0.007742202863518966
reduction-aluminium,0.045811857479530226
concentrated-zinc,0.42963841113010875
sinter-copper-2,2.5055858005734546e-08
slz-pulp-02,0.12259622327643567
screening-kimberlite,127.85928217443268
full-molten-stainless-steel-3,0.706362445446715
sinter-titanium-2,0.002147914159646554
chitin-void,98.87923527126924
mox-fuel-seperation,0.010616863441117726
simik-iron,18.703440249409912
caged-arqad-4,394.90877683422605
sinter-tin-2,8.417143993742097e-05
reduction-chromium,0.006467721093061262
